item,text
R179,applied in product generation algorithms PG 10 The ancillary data delivered to NPOESS is the same as the ancillary data used by NESDIS Ancillary Data Quality Requirement:The contractor shall review and certify Ancillary Data ~ Completeness:
R180,"Monitoring Method CD 1 Customers (e.g., NOAA operational users) obtain NPOESS-based products Product Delivery Timeliness Requirement:The contractor shall develop and implement procedures to make products available to customers. ~ Availability: Products will be made available to customers within one minute of their receipt from the NESDIS product processing system ~ NOAA Inspection of Daily, Weekly, and Monthly Product Distribution Logs CD 2 External development organizations exchange very large (TBD), experimental datatsets with NOAA."
R181,"The contractor shall provide communication pathways with sufficient bandwidth to allow the exchange of large (TBD), experimental datasets and products between the ESPC and external NOAA development partners such as the Cooperative Institutes. ~ Throughput: >4 (tbc) GB/s ~ Demonstration~ Analysis of System test logs recording the results of scenarios designed to determine maximum throughput between ESPC and non-NOAA development partners~ Analysis of Performance Logs CD 3 Customers obtain NPOESS-based products Product Delivery Cost Requirement:The contractor shall develop and implement procedures to distribute products to customers at the optimal cost for performance desired. ~ Cost ~ NOAA will monitor/review contract cost as described in the required trade study every three years CD 4 The NDE network can be accessed only Product Delivery Security Requirement:The ~ Security: The Contractor shall provide to NESDIS ~ NOAA's inspection of security standards"
R182,with the authorization of ESPC contractor shall develop and implement procedures to distribute products to customers ensuring compliance to DOC/NOAA security and data integrity policies. a trade study for the choice of the proposed technology. imposed by the contractor.
R183,Product Delivery Design Requirement:The contractor shall undertake a trade study and report on the costs and benefits of implementing feasible product communication schemes and communication infrastructure alternatives.
R184,"Among other ideas, the study must encompass providing Points of Presence (POPs) at each of the following customer sites to receive products transmitted from the NOAA Central at the NSOF: \ NESDIS, to Suitland's NSOF \ SARSAT, to Suitland's NSOF \ NWS to a customer-designated POP \ OAR to a customer- designated POP \ NMAO to a customer-designated POP \ NOS to a customer- designated POP \ NMFS to a customer-designated POP \ NOAR to a customer-designated POP \ Academic/Universities Suitand to customer- designated POP(s) \ International/EUMETSAT to a customer-designated POP ~ Availability: Over the course of each calendar year, the NPOESS- derived product distribution capability at NSOF will be operational more than 99% (tbc) of the time each month. ~ Prior to selection, the contractor shall propose a networking infrastructure study plan to meet requirements."
R185,obtain NPOESS-based products Performance Requirement:The contractor shall develop and implement procedures to make NPOESS-based products available to customers.
R186,"Inspection of Daily, Weekly, and Monthly Product Distribution Logs CD 7 USMCC receives SARSAT telemetry captured by NPOESS satellites SARSAT Requirement:The contractor shall distribute SARSAT telemetry from IDPS to USMCC. ~ Timeliness: SARSAT Telemetry captured by NPOESS satellites will be distributed to USMCC within thirty seconds of their receipt by NESDIS. ~Prior to selection, the contractor shall propose a networking infrastructure plan to meet requirements. ~NOAA Inspection of Daily, Weekly, and Monthly SARSAT Product Distribution Logs CD 8 The US Global Positioning Center receives ADCS data and telemetry captured by NPOESS satellites."
R187,"ADCS Requirement:The contractor shall route ADCS Data from IDPS to the US Global Processing Center. ~ Timeliness: ADCS signals captured by NPOESS satellites will be distributed to the US Global Processing Center within thirty seconds of their receipt by NESDIS ~Prior to selection, the contractor shall propose a networking infrastructure plan to meet requirements. ~NOAA Inspection of Daily, Weekly, and Monthly ADCS Product Distribution Logs CD 9 The customer receives products in a timely manner Product Processing Timeliness Requirement:The contractor shall deliver NPOESS-derived products to customers as quickly as possible."
R188,"_Desired Outcomes Required Service Performance Standard Monitoring Method Recommended CM Plan Contractor shall evaluate current process and generate a recommend plan, utilizing Software Engineering Institute’s (SEI) Capability Maturity Model (CMM) Recommended plan generated 4 months after Task Order award Weekly and monthly status reports Level 2 CMM for developmental systems Implement CMM processes based on Government approved plan Implementation according to Government approved schedule, nominally 12-"
R189,"(ESPC Technical Documentation Outcomes Matrix) Desired Outcomes Required Service Performance Standard Monitoring Method Complete documentation library for all IPD documents The Contractor shall provide support for the identification, development, status tracking, and delivery of all IPD documentation."
R190,% of the time the Contractor shall complete the assigned tasks on or before mutually (GTM and Contractor) agreed upon milestones/due dates.
R191,The Contractor shall create any new documents required in IPD to support All documentation shall be complete and meet specified NOAA Monthly and quarterly review with Contractor.
R192,"The Contractor shall maintain IPD documents in various standard electronic formats which could fall into either editable, fixed, or both."
R193,"The Contractor shall work with several file formats including, but not limited to, WordPerfect Office, Microsoft Office, PDF, VISIO, and XML."
R194,Documentation shall be complete and meet specified NOAA standards.
R195,The Contractor shall publish and manage all the documents that are made available on the IPD document web server Publications and documents shall meet specified NOAA standards.
R196,The Contractor shall manage and support the configuration management of all IPD documentation using the IPD CM tool specified by IPD management.
R197,All IPD documentation shall be included in the configuration management process and shall meet all NOAA specified standards.
R198,"The Contractor shall manage the physical IPD library within the ESPC Data Processing Center, the Information Processing Division located on the first floor, and coordinate compliance with the NSOF Library Management System (LMS) where hardcopy documents are stored as well as original copies of software."
R199,"The Contractor shall provide generate, modify, and publish required briefing packages."
R200,"All briefings, presentations, and publications shall be in compliance with NOAA and NESDIS standards."
R201,The Contractor shall update the ADP Security Plans with assistance of the Government no more frequently than semi- annually.
R202,This draft plan shall be completed within (30) calendar days of notification.
R203,"It shall be reviewed by the Government within fifteen (15) days, and the Contractor shall finalize the move plan within fifteen (15) calendar days of final government review."
R204,The Contractor shall provide a weekly status report (oral and/or e-mail) and conduct a monthly Contractor status review.
R205,The Contractor shall respond to data calls from higher echelons on an as needed basis.
R206,The responses shall be completed in a stipulated time frames in order to give the Government time to review them prior replying to the higher echelon.
R207,The Contractor shall provide a weekly status report (oral and/or e-mail) and conduct a monthly status review.
R208,The Contractor shall make sure all ADP Security regulations and policies included in the above-mentioned documents are adhered to.
R209,"ESPC development, test, and operational systems will be secure The Contractor shall follow (DOC/NOAA/NESDIS) procedures and policies for securing systems An ESPC system, or ESPC data, will never be compromised and the systems will be available Annual self- assessment of ESPC systems."
R210,"ESPC systems will be able to be certified and accredited The Contractor shall develop and deliver (DOC/NOAA/NESDIS) security documentation (to include the System Security Plan (SSP), Self Assessment, COOP, Requirement Traceability Matrix, and Test Plans Completeness: All security documentation has been completed."
R211,The operators shall check schedules and wall clock for data latency and interface with the appropriate center All systems shall not be interrupted for more than 2 hours per occurrence.
R212,The operators shall diagnose and resolve problems with the aid of programmers or systems personnel.
R213,All systems shall not be interrupted for more than 2 hours per occurrence.
R214,"Operations staff shall load paper, perform light maintenance and distribute printouts from network printers located in Mission Control."
R215,"The operators shall understand the tasks that are specific to the crew leader, and perform those tasks."
R216,The operators shall respond to all requests for printouts.
R217,All requests shall be responded to correctly and completely.
R218,% of all requests for assistance shall be completed Morning reports.
R219,CO4 Operations staff shall respond in a timely manner for requests for information on ESPC products and services.
R220,The operators shall respond to all requests for information within
R221,% of all requests for information shall be completed or reassigned to subject experts.
R222,% of user satisfaction feedback entries shall be at the “satisfactory” or higher level.
R223,The Contractor shall develop the suite of tools.
R224,Operations staff shall respond in a timely manner for requests for information on ESPC products and services.
R225,The operators shall respond to all requests for information within 2 hours of receiving request.
R226,"Operations staff shall load paper, perform light maintenance and distribute printouts from network printers The operators shall respond to all requests for printouts."
R227,All requests shall be
R228,% of all requests for assistance shall be completed Reports generated from User Request Tracking Tool will be presented to the government monthly.
R229,"All hardware equipment in equipment list shall be maintained to provide 24x7 support of ESPC The Contractor shall provide first echelon maintenance support of equipment, and facilitate through other vendors repair of all equipment."
R230,All critical systems equipment shall not be interrupted for more than 2 hours per occurrence.
R231,Backup hardware shall be available.
R232,The Contractor shall provide help desk user services 24x7 to respond to user calls.
R233,"The Contractor shall notify, through established email list, users of significant changes to production, which have impact to users."
R234,The Contractor shall notify appropriate predefined government contacts with defined time limit for service interruptions.
R235,Telephone notification shall occur within defined standards - some within 30 minutes some within 2 hours
R236,"The Contractor shall record all actions, phone calls, email contacts in daily logs to be disseminated to defined list of government and contractor personnel."
R237,Logs shall be disseminated by 7am local time and posted to secure web site.
R238,"The Contractor shall maintain a searchable help ticket database for use in tracking problems and Database shall be updated as conditions warrant, access (read only) shall be granted to government Daily reviews of open help tickets by government."
R239,"The Contractor shall track key critical systems and communication components for up time, and product creation and delivery."
R240,Logs and reports shall be made available with metrics on an on going basis.
R241,"The Contractor shall monitor from one location the activity of networks and computer, including but not limited to: uptime, disk space, CPU usage All critical components shall be monitored 24x7 for properties, which may attribute to system failure or anomalies."
R242,"Support of key operating systems for operational products and support The Contractor shall maintain operating systems used in operational production including but not limited to: Linux, AIX, Unix, Solaris, Windows, McIDAS All critical systems shall not be interrupted for more than 2 hours per occurrence Review of processing, distribution, and daily logs."
R243,The Contractor shall update baseline software to latest operational versions in support of operational product creations and dissemination.
R244,Baseline software shall be upgraded within 90 days of operational release if no impacts to production.
R245,The Contractor shall monitor creation of products and dissemination of products to ensure product and services are delivered.
R246,Products and services shall not be interrupted for more than 2 hours.
R247,Standard US1 Customers shall have one point of entry for requests for OSDPD products and services.
R248,The Contractor shall set up and staff a help desk during normal business hours (8:30 a.m. to 5:30
R249,A draft staffing and operations plan shall be completed within thirty (30) calendar days of contract award.
R250,"It shall be reviewed by the Government within fifteen (15) calendar days, and the Contractor shall finalize the staffing plan within fifteen"
R251,The Contractor shall provide a weekly status report (oral and/or email) and conduct a monthly status review.
R252,US2 Help desk staff shall respond in a timely manner for requests for information on OSDPD products and services.
R253,Customer satisfaction shall be maintained at a level of at least
R254,The Contractor shall respond to all requests for information within
R255,% of all requests for information shall be completed or reassigned to subject experts within 5 days of receipt date.
R256,% of customer satisfaction feedback entries shall be at the “satisfactory” or higher level.
R257,Customer Satisfaction Feedback summaries shall be submitted to the government monthly.
R258,US3 Help desk staff shall route all complicated and specialized requests to product experts to answer.
R259,"The Contractor shall develop and maintain a directory of designated experts for each product and service, and shall have the ability to route and track all requests forwarded to these experts through the web based customer service request tracking The Contractor shall deliver a directory of products, services and associated “experts” to the government for approval within 60 days of contract award."
R260,The Contractor shall Monthly status reports shall be delivered by the Contractor to the Government.
R261,shall receive electronic confirmation automatically when their request is received.
R262,"designated government employees shall have the ability to generate automated mailing lists, both email and street address based, by querying the system based on specific categories, including product and service, location, or other common fields."
R263,The Contractor shall deliver a web- based customer service request and tracking tool.
R264,"This tool shall provide for work order generation and forwarding, assigning of tasks to specific personnel and tracking of performance, and for standard querying and reporting capabilities."
R265,The DCS Automated Processing System (DAPS ii) The Contractor A design for a web based customer service request tool shall be presented to the government within 90 days of contract award.
R266,"The government will review within 30 days of receipt of the preliminary design, and the Contractor shall implement all government required changes into the design within 30 days."
R267,A completed system shall be delivered to the government within 180 days of approved system design.
R268,The Contractor shall present monthly status reports to the government.
R269,A Preliminary Design Review (PDR) shall be held within 60 days of Task Order award.
R270,A Final Design Review (FDR) shall be held within 120 days of Task Order award.
R271,shall consider the results of the OSDPD Customer Service Consolidation Study in developing and implementing this system.
R272,"US5 Customers shall have access to a “central” customer service web page, organized by subject category and product and service name at a minimum."
R273,"The Contractor shall develop a series of customer service web pages, organized by subject category and product or service name."
R274,These pages shall link to official product and service web pages as designated by the products and services experts.
R275,"The Contractor shall identify deficiencies, or non-existent web pages for the government, and shall develop “place-holder” pages for the product or service until an official page is developed."
R276,"The Contractor shall deliver an outline of a web page design, including product and service categories to be covered, within 90 days of Task Order award."
R277,The Contractor shall deliver a prototype “shell” web page within 120 days of Task Order award.
R278,"The Contractor shall deliver a completed web page, including all links to all product and services web pages, within"
R279,Monthly reports shall be submitted to the Government.
R280,A web page “outline” shall be submitted for government approval within 90 days of Task Order award.
R281,A “shell” web page shall be submitted for government approval within 120 days of Task Order award.
R282,A completed series of web pages shall be submitted to the government for approval within 180 days of Task Order award.
R283,"The Contractor shall develop, for government approval, an online customer satisfaction feedback form."
R284,The form shall A draft customer satisfaction feedback form shall be presented for government approval within 120 days after Task Order award.
R285,The Monthly reports shall be submitted to the Government.
R286,"The revised form, including government feedback, shall be presented for government approval within 30 days of receiving revisions."
R287,The Contractor shall assist in diagnosing and resolving problems with the application support functions.
R288,"Production processing flow shall not be interrupted for more than 2 hours in a day, and no more than 4 hours in a month."
R289,"Operator monitoring of production processing shall not be interrupted for more than 2 hours in a day, and no more than 4 hours in a month."
R290,"Distribution of production data shall not be interrupted for more than 2 hours in a day, and no more than 4 hours in a month."
R291,The Contractor shall assist in maintaining the application support functions.
R292,"The Contractor shall assist in implementing automated parallel testing environments, and automated reprocessing of data, when necessary, without impacting Automated testing and reprocessing of data is performed successfully, without impacting production."
R293,"The Contractor shall assist users with program design, programming problems, integration of programs into the production processing environment, and use of system facilities."
R294,(ESPC Systems and Network Administration Outcomes Matrix) Desired Outcomes Required Service Performance Standard Monitoring Method SA1 ESPC systems are functional and available for use The Contractor shall install and maintain system software and third party software listed in URL <http://projects.osd .noaa.gov/espc/doc umentations.htm>.
R295,"SA2 ESPC is able to plan for new systems, and for changes to existing systems The Contractor shall support technical planning for new systems, new interfaces to systems, new system requirements, and relocation of systems"
R296,"SA3 Problems with production systems will be resolved as soon as possible The Contractor shall analyze problems with productions systems, and propose solutions"
R297,"or workarounds that will allow production processing on the systems to continue SA4 The performance utilization of ESPC system resources will be known The Contractor shall monitor and provide reports on the performance and utilization of ESPC system resources, and make recommendations for improvement"
R298,"SA5 ESPC systems will be secure The Contractor shall follow ESPC (DOC/NOAA/NES DIS) procedures and policies for securing ESPC systems An ESPC system, or ESPC data, will never be compromised"
R299,"SA6 ESPC systems will be managed according to ESPC policies The Contractor shall implement ESPC policies for system management, including: backup/recovery, storage management, data management, access control, and workload management"
R300,"Desired Outcomes Required Service Performance Standard Monitoring Method SA7 Reactive Software Maintenance -All unexpected software problems and networking problems will be The Contractor shall resolve problems in the receiving, processing, monitoring, and During normal working hours, within 1 hour of problem discovery, the Contractor shall notify the GTM of Use Daily Monitoring Reports and recorded time of Contractor notification of GTMs"
R301,"resolved as quickly as possible delivery of satellite data to users the status of the problem resolution If problem is internal to application software systems and the problem is impacting product delivery or product quality then the problem shall be resolved within 24 hours of discovery GTM will verify that the Contractor resolved the problem within 24 hours of discovery SA8 User Support - Time to resolve problems or respond to customer inquiries is as short as possible to minimize impact on user community The Contractor shall respond to GTM within 24 hours of receiving customer inquiries with steps to be taken for resolution Contractor shall complete the agreed upon actions as identified NESDIS use of daily monitoring reports, weekly reports, and status meeting reports SA9 Assigned tasks are completed on schedule The Contractor shall complete assigned maintenance tasks on or before the mutually (GTM and Contractor) agreed upon due dates"
R302,"% of the time the Contractor shall complete the assigned tasks on or before the due date Use of task manager system, regular status meetings, and weekly status reports"
R303,"(ESPC Data Distribution Access Outcomes Matrix) Desired Outcomes Required Service Performance Standard Monitoring Method DD1 Ability to maintain ESPC TCP/IP protocols for the systems and internal data and clock networks The Contractor shall Manage and maintain ESPC TCP/IP protocols for the systems and internal data and clock networks Reliability: 99.9% networks uptime per week NESDIS inspection of system logs DD2 Ability to maintain network devices and servers The Contractor shall maintain network devices and servers, which are redundant with spare units or backup Reliability: 99.9% network devices and servers uptime per week NESDIS inspection of system logs DD3 Ability to maintain the ESPC external data networks The Contractor shall maintain the ESPC external data networks, domestic and international with backup circuits for some and Internet fall back for others Reliability: 99% external networks uptime per week NESDIS inspection of system logs DD4 Contractor shall automate report gathering functions Syslog report highlight of desired areas (probes, intrusions, failures, etc) formatted similar to open source parsing tools where incidents types, number and percentages are reported in columnar order."
R304,Completeness: automated tasks shall be initiated by an automated scheduler Reliability: 99.9% of scheduled tasks will execute on time.
R305,NESDIS analysis of system performance logs DD6 Assigned tasks are completed on The Contractor shall complete assigned
R306,"% of the time the Contractor shall Use of task manager system, regular"
R307,"The Contractor shall resolve problems in the operational/ production processing, monitoring, and delivery of satellite data to primary users."
R308,"During normal working hours, within 1 hour of problem discovery, the Contractor shall notify the GTM of the status of the problem resolution Within 3 hours of problem discovery during non-normal working hours, the Contractor shall notify the GTM of the status of the problem resolution."
R309,"If problem is internal to application software systems and the problem is impacting product delivery or product quality then the problem shall be resolved within 2, 12 or 24 hours of discovery, depending on assigned Tier."
R310,The Contractor shall ensure that all level
R311,Contractor shall provide means to measure product completeness.
R312,% of normal POES input data and 99% of GOES input data shall be processed successfully and products of expected quality shall be delivered to users.
R313,PS3 Satellite Analysis Branch (SAB) support shall be provided 24x7.
R314,Response to SAB issues shall be immediate.
R315,The Contractor shall respond to SAB immediately upon receiving a problem report.
R316,Normal operations shall be restored within 2 hours.
R317,PS4 User Support - Time to resolve problems or respond to customer inquiries is as short as possible to minimize impact on user community The Contractor shall respond to GTM within 24 hours of receiving customer inquiries with steps to be taken for resolution.
R318,Contractor shall be expected to complete the agreed upon actions as identified.
R319,PS5 Assigned tasks are completed on schedule The Contractor shall complete assigned maintenance tasks on or before the mutually (GTM and Contractor) agreed upon due dates
R320,"% of the time the Contractor shall complete the assigned tasks on or before the due date Use of task manager system, regular status meetings, and weekly status reports."
R321,The Contractor shall prepare software to comply with NESDIS standards.
R322,% of the Contractor written software systems shall comply with NESDIS software standards.
R323,Software maintenance shall comply with CM procedures.
R324,"PS8 Product systems documentation meets operational The Contractor shall prepare documentation,"
R325,% of the Contractor written documentation shall Review of system documentation by GTM or designated
R326,"Documentation shall comply with NESDIS standards. be complete, accurate, current, and comply with NESDIS standards."
R327,Contractor shall store
R328,Non- compliant legacy documentation shall be identified to the COR and corrective action will be agreed upon. representative to ensure compliance and ensure the documentation reflects the current state of the system.
R329,PS9 Product systems shall include FGDC compliant metadata with remote sensing extensions.
R330,"The Contractor shall prepare metadata which is complete and accurate, and shall comply with FGDC standards with remote sensing extensions."
R331,"% of the product systems shall as a minimum include static metadata, which shall be complete, accurate, current, and comply with FDGC standards."
R332,"The Contractor shall create daily OSEI imagery with metadata of interesting environmental features, as well as respond to significant events as required by the government."
R333,"The Contractor shall respond immediately during business hours, and within 2 hours during non-business hours, to begin the creation of OSEI imagery during significant events."
R334,"The Contractor shall provide staff to resolve problems in the receiving, processing, monitoring, and delivery of satellite data to users."
R335,"discovery, the Contractor shall notify the GTM of the status of the problem resolution."
R336,If problem is internal to application software systems and the problem is impacting product delivery or product quality then the problem shall be resolved within 24 hours of discovery.
R337,"Daily Processing -All good data received should be processed and distributed to users so that it meets agreed upon timeliness requirements The Contractor shall monitor performance, produce statistics, and make appropriate system adjustments to meet timeliness requirements"
R338,% of all good data shall be processed through IPD systems Use daily processing statistics User Support - Time to resolve problems or respond to customer inquiries is as short as possible to minimize impact on user community The Contractor shall respond to GTM within 24 hours of receiving customer inquiries with steps to be taken for resolution.
R339,"The Contractor shall provide staff to monitor performance, produce statistics, and resolve operational/producti on processing of SPP data."
R340,"Within 1 hour during normal working hours and within 3 hours of non-normal working hours of the problem discovery, the Contractor shall notify the GTM of the status of the problem."
R341,Use Daily Monitoring Reports (oral and email) Assigned tasks are completed on schedule The Contractor shall complete assigned maintenance tasks
R342,"% of the time the Contractor shall complete the assigned Use of task manager system, regular status meetings, and weekly"
R343,"(ESPC Satellite Analysis and Hazards Support Outcomes Matrix) Desired Outcome Required Service Performance Standard Monitoring Method Support for Satellite Analysis Branch in accordance with SAB Standard Operating Procedures The Contractor shall provide 24x7 support to the Satellite Analysis Branch by assisting in the routine product generation, daily operational tasks and office support, and non- operational support tasks Operational product generation will conform to the discipline-specific metrics published in the SAB procedures documentation."
R344,"The Contractor shall develop a BCP with assistance of the government utilizing the CIP site in Wallops Island, Virginia as the backup processing center for the ESPC."
R345,"This plan shall include, but not be limited to cyclic maintenance of software and data repositories located at the Wallops Island site are synchronized with changes and This draft plan shall be completed within six"
R346,"It shall be reviewed by the government within thirty (30) calendar days, and the Contractor shall finalize the move plan within thirty (30) calendar days of final government review."
R347,The Contractor shall provide a weekly status report (oral and/or email) and conduct a monthly Contractor status review.
R348,The Contractor shall update the BCP with assistance of the government not more frequently than semi-annually.
R349,This updated BCP shall be completed within forth-five (45) calendar days of request by the government.
R350,"It shall be reviewed by the government within fifteen (15) calendar days, and the Contractor shall finalize the move plan within fifteen (15) calendar days of final government review."
R351,"In accordance with the BCP and with the assistance of the government, the Contractor shall commence mission critical operations at the CIP site in Wallops Island, VA."
R352,"The CIP site in Wallops Island, VA shall be ready to assume mission critical ESPC functions within twenty-four (24) hours of being notified to activate the backup site."
R353,Checklists included in the BCP and Continuity of Operations Plans (COOP) shall be utilized and annotated to ensure backup activation procedures are adequate and correct.
